entity_type,entity_id,season,mu
driver,811,6,-0.00028640031814575195
driver,812,6,-0.8953986763954163
driver,813,6,-0.6642815470695496
driver,814,6,-0.30424392223358154
driver,815,6,0.5503367185592651
driver,816,6,-0.8729893565177917
driver,817,6,0.7000008821487427
driver,818,6,-0.06088694930076599
driver,819,6,-0.20645107328891754
driver,820,6,-0.7615668773651123
driver,821,6,0.06620820611715317
driver,822,6,0.41418495774269104
driver,823,6,-0.3627268075942993
driver,824,6,-0.44052833318710327
driver,825,6,0.18177226185798645
driver,826,6,0.3500409722328186
driver,827,6,0.04338008165359497
driver,828,6,0.1081797182559967
driver,829,6,-0.3014686703681946
driver,830,6,0.436867892742157
driver,831,6,0.2099820077419281
driver,832,6,0.6101319193840027
driver,833,6,-0.04981506988406181
driver,834,6,0.08585557341575623
driver,835,6,-0.3116483688354492
driver,836,6,-0.2547582983970642
driver,837,6,-0.7207238674163818
driver,838,6,0.024080827832221985
driver,839,6,0.4767133593559265
driver,840,6,-0.292959600687027
driver,841,6,0.03158417344093323
driver,842,6,0.5196011662483215
driver,843,6,-0.3437816798686981
driver,844,6,0.3606463074684143
driver,845,6,-0.6239447593688965
driver,846,6,0.6534968614578247
driver,847,6,-0.28778329491615295
driver,848,6,0.41004592180252075
driver,849,6,-0.3281933069229126
driver,850,6,-0.504357635974884
driver,851,6,0.02566387504339218
driver,852,6,-0.0539611354470253
driver,853,6,-0.14679886400699615
driver,854,6,0.07904261350631714
driver,855,6,-0.1931602954864502
driver,856,6,-0.3705897331237793
driver,857,6,0.5122532844543457
driver,858,6,-0.22334024310112
driver,859,6,0.6025048494338989
driver,860,6,0.4651471972465515
driver,861,6,0.22800913453102112
driver,862,6,-0.008175522089004517
constructor,1,6,-0.20470964908599854
constructor,3,6,0.1088884025812149
constructor,4,6,0.10815995931625366
constructor,5,6,-0.2864062190055847
constructor,6,6,1.133141279220581
constructor,9,6,0.785696804523468
constructor,10,6,0.4390610158443451
constructor,15,6,-0.3156908452510834
constructor,131,6,2.1022043228149414
constructor,164,6,-0.8552979230880737
constructor,166,6,-0.5400851964950562
constructor,205,6,-0.4791508913040161
constructor,206,6,-0.47342365980148315
constructor,207,6,-1.1647742986679077
constructor,208,6,0.22735188901424408
constructor,209,6,-0.842825710773468
constructor,210,6,0.25786101818084717
driver,1,7,0.7909059524536133
driver,2,7,-0.38004520535469055
driver,3,7,0.6234132647514343
driver,4,7,0.699001669883728
driver,5,7,-0.4265269339084625
driver,8,7,0.4412766695022583
driver,9,7,-0.16161306202411652
driver,10,7,-0.3108395040035248
driver,13,7,0.4865185022354126
driver,15,7,-0.642601728439331
driver,16,7,-0.5334749221801758
driver,17,7,0.04672473669052124
driver,18,7,0.31651735305786133
driver,20,7,0.7932615280151367
driver,22,7,-0.398617148399353
driver,24,7,-0.754395604133606
driver,30,7,-0.5464562177658081
driver,37,7,-0.10393792390823364
driver,39,7,-0.5618503093719482
driver,67,7,-0.09436455368995667
driver,153,7,-0.30889004468917847
driver,154,7,0.29938289523124695
driver,155,7,-0.042359136044979095
driver,807,7,0.43425223231315613
driver,808,7,0.05476335063576698
driver,811,7,-0.00995008647441864
driver,812,7,-0.8851720094680786
driver,813,7,-0.6750646233558655
driver,814,7,-0.31660330295562744
driver,815,7,0.34415391087532043
driver,816,7,-0.8563417196273804
driver,817,7,0.5844289064407349
driver,818,7,-0.01583866775035858
driver,819,7,-0.09623408317565918
driver,820,7,-0.7625119686126709
driver,821,7,0.03806854039430618
driver,822,7,0.21161046624183655
driver,823,7,-0.3784874379634857
driver,824,7,-0.46039676666259766
driver,825,7,0.17050066590309143
driver,826,7,0.36590060591697693
driver,827,7,0.02099762111902237
driver,828,7,0.15510588884353638
driver,829,7,-0.3385387659072876
driver,830,7,0.7955375909805298
driver,831,7,0.19494616985321045
driver,832,7,0.7699800133705139
driver,833,7,-0.04727786406874657
driver,834,7,0.12661458551883698
driver,835,7,-0.31772923469543457
driver,836,7,-0.2912563681602478
driver,837,7,-0.7605414390563965
driver,838,7,-0.014207899570465088
driver,839,7,0.3537985682487488
driver,840,7,-0.3336893916130066
driver,841,7,0.06455777585506439
driver,842,7,0.6155779957771301
driver,843,7,-0.39649084210395813
driver,844,7,0.38670989871025085
driver,845,7,-0.6843925714492798
driver,846,7,0.7092925310134888
driver,847,7,-0.31791067123413086
driver,848,7,0.4377404451370239
driver,849,7,-0.3600022792816162
driver,850,7,-0.5748523473739624
driver,851,7,-0.001546911895275116
driver,852,7,-0.05951610580086708
driver,853,7,-0.15677665174007416
driver,854,7,0.0873531624674797
driver,855,7,-0.21200336515903473
driver,856,7,-0.39893585443496704
driver,857,7,0.5472754240036011
driver,858,7,-0.22735974192619324
driver,859,7,0.6568493843078613
driver,860,7,0.46898964047431946
driver,861,7,0.2592727541923523
driver,862,7,-0.06523608416318893
constructor,1,7,-0.08548420667648315
constructor,3,7,-0.16618065536022186
constructor,4,7,0.024989187717437744
constructor,5,7,-0.2980267405509949
constructor,6,7,1.4685180187225342
constructor,9,7,1.0875370502471924
constructor,10,7,0.02155819535255432
constructor,15,7,-0.17481966316699982
constructor,131,7,2.006122589111328
constructor,164,7,-0.8699659109115601
constructor,166,7,-0.5538782477378845
constructor,205,7,-0.4873148202896118
constructor,206,7,-0.4864925742149353
constructor,207,7,-1.1751461029052734
constructor,208,7,0.21663311123847961
constructor,209,7,-0.8531412482261658
constructor,210,7,0.3250923156738281
driver,1,8,0.9574278593063354
driver,2,8,-0.3483947515487671
driver,3,8,0.6584996581077576
driver,4,8,0.6767833232879639
driver,5,8,-0.4403231143951416
driver,8,8,0.38272684812545776
driver,9,8,-0.15080508589744568
driver,10,8,-0.4093668460845947
driver,13,8,0.48406583070755005
driver,15,8,-0.6874765157699585
driver,16,8,-0.553633451461792
driver,17,8,0.02828127145767212
driver,18,8,0.3780974745750427
driver,20,8,0.5308876037597656
driver,22,8,-0.41503989696502686
driver,24,8,-0.757269024848938
driver,30,8,-0.5523129105567932
driver,37,8,-0.08345499634742737
driver,39,8,-0.580260694026947
driver,67,8,-0.12962840497493744
driver,153,8,-0.2860107421875
driver,154,8,0.28667518496513367
driver,155,8,-0.0018619410693645477
driver,807,8,0.5848985314369202
driver,808,8,0.1373622566461563
driver,811,8,-0.0029423385858535767
driver,812,8,-0.9020615816116333
driver,813,8,-0.6633241176605225
driver,814,8,-0.3246077001094818
driver,815,8,0.3952697813510895
driver,816,8,-0.8740856647491455
driver,817,8,0.3742283880710602
driver,818,8,-0.07459443062543869
driver,819,8,-0.03737437725067139
driver,820,8,-0.8118970394134521
driver,821,8,-0.030216306447982788
driver,822,8,0.1055135726928711
driver,823,8,-0.3942081928253174
driver,824,8,-0.4718802869319916
driver,825,8,0.14202575385570526
driver,826,8,0.37504029273986816
driver,827,8,-0.005789171904325485
driver,828,8,0.11740265786647797
driver,829,8,-0.30274710059165955
driver,830,8,0.8545637130737305
driver,831,8,0.18712353706359863
driver,832,8,0.8369410037994385
driver,833,8,-0.041424673050642014
driver,834,8,0.08892466127872467
driver,835,8,-0.2905046045780182
driver,836,8,-0.2656972408294678
driver,837,8,-0.8272803425788879
driver,838,8,-0.0032295137643814087
driver,839,8,0.4888402223587036
driver,840,8,-0.3803362250328064
driver,841,8,0.08940394222736359
driver,842,8,0.7511305809020996
driver,843,8,-0.49082428216934204
driver,844,8,0.3757328391075134
driver,845,8,-0.7167202234268188
driver,846,8,0.7599539756774902
driver,847,8,-0.3519841432571411
driver,848,8,0.47332334518432617
driver,849,8,-0.39521324634552
driver,850,8,-0.6399791240692139
driver,851,8,0.04889518767595291
driver,852,8,-0.06375188380479813
driver,853,8,-0.14817991852760315
driver,854,8,0.10450932383537292
driver,855,8,-0.23700976371765137
driver,856,8,-0.42721056938171387
driver,857,8,0.5802098512649536
driver,858,8,-0.2225661277770996
driver,859,8,0.7369128465652466
driver,860,8,0.5062532424926758
driver,861,8,0.26942747831344604
driver,862,8,-0.10594058036804199
constructor,1,8,0.08088189363479614
constructor,3,8,-0.40093040466308594
constructor,4,8,0.03689911961555481
constructor,5,8,-0.14765405654907227
constructor,6,8,1.2740809917449951
